rank,trail_name,location,breadcrumbs,difficulty,rating,num_reviews,route_type,length,high,low,gmaps_link,description,photo
379,"
        Bypass Trail
    ","Abbotsford, BC","Vancouver Coast and Mountains,Vancouver Metro,Red Mountain",Intermediate,0.0,0,Point to Point,0.9,"
    265","
    225","https://maps.google.com/?daddr=49.199521,-122.323547","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
381,"
        RE 200
    ","Abbotsford, BC","Vancouver Coast and Mountains,Vancouver Metro,Red Mountain",Easy,0.0,0,Point to Point,1.5,"
    270","
    251","https://maps.google.com/?daddr=49.200061,-122.331587","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
377,"
        Deer Trail
    ","Langley, BC","Vancouver Coast and Mountains,Vancouver Metro,Campbell Valley Regional Park",Easy,0.0,0,Point to Point,0.7,"
    68","
    63","https://maps.google.com/?daddr=49.015837,-122.640293","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
311,"
        Mt. Gardner Alternate Route
    ","Bowen Island, BC","Vancouver Coast and Mountains,Bowen Island,Mount Gardner",Difficult,3.0,1,Point to Point,0.7,"
    512","
    452","https://maps.google.com/?daddr=49.380297,-123.38099","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
376,"
        Momentum
    ","Abbotsford, BC","Vancouver Coast and Mountains,Vancouver Metro,Red Mountain",Intermediate,0.0,0,Point to Point,2.5,"
    352","
    229","https://maps.google.com/?daddr=49.199826,-122.327644","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
41,"
        Mt. Burwell Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore",Very Difficult,5.0,1,Point to Point,1.5,"
    1,528","
    1,399","https://maps.google.com/?daddr=49.433857,-123.006869","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7052181_medium_1555694823.jpg
375,"
        RW 100
    ","Abbotsford, BC","Vancouver Coast and Mountains,Vancouver Metro,Red Mountain",Intermediate,0.0,0,Point to Point,2.9,"
    401","
    329","https://maps.google.com/?daddr=49.197249,-122.335468","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
373,"
        SCT: Troubridge Alternate
    ","Powell River, BC","Vancouver Coast and Mountains,Powell River",Intermediate,0.0,0,Point to Point,3.9,"
    1,301","
    929","https://maps.google.com/?daddr=49.820509,-124.191423","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
365,"
        SCT: Fiddlehead Landing Spur
    ","Powell River, BC","Vancouver Coast and Mountains,Powell River",Intermediate,0.0,0,Point to Point,0.5,"
    108","
    62","https://maps.google.com/?daddr=50.004568,-124.434948","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
366,"
        Saltery Bay Spur
    ","Powell River, BC","Vancouver Coast and Mountains,Powell River",Intermediate,0.0,0,Point to Point,0.3,"
    26","
    5","https://maps.google.com/?daddr=49.781505,-124.169756","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
372,"
        SCT: Fiddlehead Landing Connector
    ","Powell River, BC","Vancouver Coast and Mountains,Powell River",Intermediate,0.0,0,Point to Point,0.8,"
    112","
    69","https://maps.google.com/?daddr=50.000769,-124.431408","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
367,"
        SCT: Troubridge Section
    ","Powell River, BC","Vancouver Coast and Mountains,Powell River",Intermediate,0.0,0,Point to Point,26.6,"
    1,292","
    85","https://maps.google.com/?daddr=49.827104,-124.329503","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
