restaurant_name,address,rating,num_reviews,tripadvisor_rating,cost,tags,website,google_maps_link
The Palms Restaurant & Lounge,"1450 Douglas St, Victoria, British Columbia V8W 2G1 Canada",4.5 of 5 bubbles,408,"#20, of 729 Restaurants in Victoria",$$ - $$$,"Steakhouse,Grill,Pub",,
The Village Restaurant,"2518 Estevan Ave, Victoria, British Columbia V8R 2S7 Canada",4.5 of 5 bubbles,180,"#21, of 729 Restaurants in Victoria",$$ - $$$,"Cafe,International,Canadian",,
Little Jumbo Restaurant and Bar,"102-506 Fort St 'Down the Hall', Victoria, British Columbia V8W 1E6 Canada",4.5 of 5 bubbles,349,"#14, of 729 Restaurants in Victoria",$$ - $$$,"French,American,International",,
Hooked Fish Bar,"12157 Beecher St, Surrey, British Columbia V4A 2Z8 Canada",4.0 of 5 bubbles,130,"#13, of 669 Restaurants in Surrey",$$ - $$$,"Bar,Seafood,Canadian",,
McJac's Roadhouse Grille,"1781 King George Blvd Alderwood Plaza, Surrey, British Columbia V4A 4Z9 Canada",4.0 of 5 bubbles,173,"#15, of 669 Restaurants in Surrey",$$ - $$$,"American,Canadian,Vegetarian Friendly",,
Rocky Mountain Flatbread,"5570 152nd St Panorama Place, Unit 5, Surrey, British Columbia V3S 5J9 Canada",4.5 of 5 bubbles,37,"#14, of 669 Restaurants in Surrey",$$ - $$$,"Italian,Pizza,Diner",,
Al & Jan's Fish & Chips,"9014 152 St, Surrey, British Columbia V3R 4E7 Canada",4.5 of 5 bubbles,140,"#11, of 669 Restaurants in Surrey",$$ - $$$,"Seafood,Canadian",,
Cactus Club Cafe Southpoint Mall,"15079 32 Avenue Southpoint Mall, Surrey, British Columbia V4P 3K1 Canada",4.0 of 5 bubbles,256,"#12, of 669 Restaurants in Surrey",$$ - $$$,"American,Bar,Canadian",,
The Keg Steakhouse Bar,"9020 202 Street, Langley Township, British Columbia V1M 4B8 Canada",4.0 of 5 bubbles,273,"#4, of 42 Restaurants in Langley Township",$$ - $$$,"Steakhouse,Bar,Canadian",,
Maguroguy,"2667-2701 King George Blvd, Surrey, British Columbia V4P 1H7 Canada",4.5 of 5 bubbles,185,"#10, of 669 Restaurants in Surrey",$$ - $$$,"Japanese,Sushi,Asian",,
The Keg Steakhouse + Bar - Morgan Creek,"15180 32 Ave Divers, Surrey, British Columbia V3S 3M1 Canada",4.0 of 5 bubbles,303,"#8, of 669 Restaurants in Surrey",$$ - $$$,"American,Steakhouse,Bar",,
Moxie's Grill & Bar,"8828 201 St, Langley Township, British Columbia V2Y 0C8 Canada",4.0 of 5 bubbles,200,"#3, of 42 Restaurants in Langley Township",$$ - $$$,"American,Bar,Canadian",,
Afghan Kitchen,"115-16120 24 Ave Grandview Central, Surrey, British Columbia V3Z 0R5 Canada",4.5 of 5 bubbles,95,"#7, of 669 Restaurants in Surrey",$$ - $$$,"Afghani,Arabic,Vegetarian Friendly",,
Washington Avenue Grill,"5-15782 Marine Dr, Surrey, British Columbia V4B 1E6 Canada",4.0 of 5 bubbles,576,"#6, of 669 Restaurants in Surrey",$$ - $$$,"American,Seafood,Canadian",,
Tap Restaurant,"101-15350 34 Ave Unit 101, Surrey, British Columbia V3Z 0X7 Canada",4.5 of 5 bubbles,318,"#4, of 669 Restaurants in Surrey",$$ - $$$,"European,Contemporary,Canadian",,
New York New York Greek Restaurant,"301-6361 152 St, Surrey, British Columbia V3S 3K8 Canada",4.5 of 5 bubbles,341,"#3, of 669 Restaurants in Surrey",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly",,
The Cabin,"12302 Beecher St, Surrey, British Columbia V4A 3A6 Canada",4.0 of 5 bubbles,350,"#5, of 669 Restaurants in Surrey",$$ - $$$,"Seafood,Canadian,Vegetarian Friendly",,
The Vault,"5764 176 St, Cloverdale, Surrey, British Columbia V3S 4C8 Canada",4.0 of 5 bubbles,599,"#1, of 12 Restaurants in Cloverdale",$$ - $$$,"American,Canadian,Vegetarian Friendly",,
Be love,"1019 Blanshard St, Victoria, British Columbia V8W 2H4 Canada",4.5 of 5 bubbles,310,"#30, of 729 Restaurants in Victoria",$$ - $$$,"Healthy,Canadian,Vegetarian Friendly",,
My Shanti,"15869 Croydon Dr, Surrey, British Columbia V3Z 2J6 Canada",4.5 of 5 bubbles,475,"#2, of 669 Restaurants in Surrey",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options",,
Old Surrey Restaurant,"13483 72 Ave, Surrey, British Columbia V3W 2N7 Canada",4.5 of 5 bubbles,359,"#1, of 669 Restaurants in Surrey",$$$$,"French,Vegetarian Friendly,Gluten Free Options",,
Heron Rock Bistro,"435 Simcoe St Corner of Croft and Simcoe, Victoria, British Columbia V8V 4T4 Canada",4.5 of 5 bubbles,375,"#29, of 729 Restaurants in Victoria",$$ - $$$,"Bar,Canadian,Vegetarian Friendly",,
Blighty's Bistro,"2006 Oak Bay Ave, Victoria, British Columbia V8R 1E4 Canada",4.5 of 5 bubbles,303,"#13, of 729 Restaurants in Victoria",$$ - $$$,"Fusion,Canadian,Vegetarian Friendly",,
Cafe Brio,"944 Fort St, Victoria, British Columbia V8V 3K2 Canada",4.5 of 5 bubbles,998,"#10, of 729 Restaurants in Victoria",$$$$,"Italian,International,European",,
Finn's,"1208 Wharf St, Victoria, British Columbia V8W 3B9 Canada",4.5 of 5 bubbles,590,"#9, of 729 Restaurants in Victoria",$$ - $$$,"Bar,Seafood,Grill",,
Blue Fox Cafe,"919 Fort Street Suite 101, Victoria, British Columbia V8V 3K3 Canada",4.5 of 5 bubbles,"1,774","#8, of 729 Restaurants in Victoria",$$ - $$$,"American,Cafe,Canadian",,
Jam Cafe,"542 Herald St, Victoria, British Columbia V8W 1S6 Canada",4.5 of 5 bubbles,974,"#6, of 729 Restaurants in Victoria",$$ - $$$,"American,Cafe,Canadian",,
John's Place Restaurant,"723 Pandora Ave, Victoria, British Columbia V8W 1N9 Canada",4.5 of 5 bubbles,"1,474","#7, of 729 Restaurants in Victoria",$$ - $$$,"American,Diner,Canadian",,
Nubo Japanese Tapas,"739 Pandora Ave, Victoria, British Columbia V8W 1N9 Canada",4.5 of 5 bubbles,487,"#11, of 729 Restaurants in Victoria",$$ - $$$,"Japanese,Seafood,Sushi",,
Ithaka Greek Restaurant,"716 Burdett Ave, Victoria, British Columbia V8W 3G2 Canada",4.5 of 5 bubbles,"1,353","#5, of 729 Restaurants in Victoria",$$ - $$$,"Mediterranean,Greek,Grill",,
Brasserie L'ecole,"1715 Government St, Victoria, British Columbia V8W 1Z4 Canada",4.5 of 5 bubbles,425,"#12, of 729 Restaurants in Victoria",$$$$,"French,European,Vegetarian Friendly",,
Fishhook,"805 Fort St, Victoria, British Columbia V8W 1H6 Canada",4.5 of 5 bubbles,886,"#4, of 729 Restaurants in Victoria",$$ - $$$,"French,Indian,Seafood",,
Legislative Dining Room,"614 Government St, Victoria, British Columbia V8V 2L8 Canada",4.5 of 5 bubbles,299,"#3, of 729 Restaurants in Victoria",$$ - $$$,"Canadian,Vegetarian Friendly,Vegan Options",,
IL Terrazzo,"555 Johnson St, Victoria, British Columbia V8W 1M2 Canada",4.5 of 5 bubbles,"4,222","#2, of 729 Restaurants in Victoria",$$ - $$$,"Italian,Mediterranean,Neapolitan",,
