attraction_name,attraction_rating,attraction_category,num_reviews,rank_in_city,photo,about,suggested_duration
R.J. Haney Heritage Village & Museum,4.5,Dinner Theatres • Children's Museums • History Museums,95,#1 of 7 Museums in Salmon Arm,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/04/3b/b8/22/rj-haney-heritage-village.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",2-3 hours
Lower Myra Falls,4.5,Waterfalls,18,#13 of 34 things to do in Campbell River,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/10/85/ac/48/there-are-3-or-4-of-these.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">A short walk to some very impressive series of falls.  The flow is big, even in the middle of August. <br>You can walk right out to the falls and climb up and down the surrounding rocks top get different views.  You can also swim in the (very cold) water in a pool in the middle of the series.</span></div>",1-2 hours
City Park,4.5,Parks,310,#10 of 97 things to do in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/c2/06/10/city-park.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">City Park is a place, from the beautiful beach to the playground, water park, skateboard park, beach volleyball, to nice walk ways all around you can spend the whole day.  the blow up water playground does cost extra and we did not try it but I've heard it is fun.</span></div>",
Adventure on Horseback,5.0,Equestrian Trails,44,#2 of 12 things to do in Pemberton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/18/3d/76/26/photo0jpg.jpg),"<div class=""WlYyy diXIH dDKKM"">10:00 AM - 12:00 PM</div>",
Top Bridge Park,4.5,Parks,91,#6 of 15 things to do in Parksville,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/10/62/6b/83/about-a-twelve-foot-jump.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Great for summer days with natural river pools native Petroglyphs, a Suspension bridge crossing the river and lots of nature for children to explore.</span></div>",
Belcarra Regional Park,4.5,Parks,36,#1 of 2 things to do in Belcarra,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/7d/a8/dc/the-end-of-summer-view.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We had a great hike with friends and our kids.  The trail is well groomed and has a mixture of up, down and flat areas.  End result gets you to Jug Island.  Relatively easy hike.  Great view and many people boating, swimming, paddle boarding and just relaxing!</span></div>",
Gray Monk Estate Winery,4.5,Wineries & Vineyards,537,#1 of 25 things to do in Lake Country,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/a9/bd/fb/gray-monk-estate-winery.jpg),"<div class=""WlYyy diXIH dDKKM"">Explore different ways to experience this place.</div>",
Hedley Museum & Tourist Booth,4.5,History Museums,34,#2 of 4 things to do in Hedley,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/9b/0d/71/i-am-happy-i-didn-t-miss.jpg),"<div class=""WlYyy diXIH dDKKM""><div class=""WlYyy diXIH dDKKM"">Thanks for your visit. Safe travels </div></div>",1-2 hours
Matheson Lake Regional Park,4.5,Parks,30,#9 of 20 things to do in Sooke,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/09/c8/70/matheson-lake.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We hiked around the paths on lake (not the main bike route), it was an absolutely beautiful walk,  well sign posted and a lot quieter than anticipated.  We went for a swim in the lake and had a picnic before hiking back via the lake and cedar trail,  about 12km in total,  really great walk</span></div>",
Kekuli Bay Provincial Park,4.0,Parks,70,#13 of 36 things to do in Vernon,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/6e/d3/ad/weithend-baumlos-aber.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Kekuli Bay is a beautiful place for a campground. The views of Kalamalka Lake from each site are amazing - you give up a little privacy to get the view.  Our site was plenty big enough for two tents.  All of the bathrooms were clean and had flush toilets. There were free warm showers and two dish washing stations which also had warm water.<br><br>The park host was friendly and there was ice and firewood available to purchase.<br><br>There is good  access to the trail along the lake so this is so great place for a walk or bike ride. The lake is clean and really clear. Access to the lake is off the trail and there are small 'beach' areas you can walk down to. <br><br>The campground is just below the highway so there is some noise from that (unavoidable). The beach areas are very rocky so we'd recommend water shoes. <br><br>We had  lovely 5 days at Kekuli Bay and would definitely visit again.</span></div>",
,,,,,,,
Peachland Art Gallery,4.5,Art Galleries,30,#6 of 15 things to do in Peachland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/09/da/94/c8/peachland-art-gallery.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Visited with a friend to view a Fibre Arts display in the gallery which was very good. In the main gift shop area there is an interesting display about bats and a live feed camera showing the bat colony in the building’s attic. The employee working in the shop was a bit too chatty..we just wanted to browse but the displays were interesting.</span></div>",< 1 hour
Golden Visitor Centre,4.5,Visitor Centres,13,#11 of 45 things to do in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/ce/97/a2/golden-visitor-centre.jpg),"<div class=""WlYyy diXIH dDKKM"">Thank you so much for your kind words. We love helping visitors plan their perfect Golden adventure, and it is always re-affirming when we receive positive feedback. We hope that you had a memorable trip and that you will continue to seek adventure and maybe find your way back here. </div>",< 1 hour
Nicholas Sonntag Marine Education Centre (NSMEC),5.0,Aquariums,23,#6 of 12 things to do in Gibsons,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/16/12/6b/16/an-inside-angle-of-the.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">I have visited many times and watched the evolution to this point where there is a first class display of local marine life. The giant tank that rises from the ground floor to the second level where the Education Centre is located is a sight to see. Many fish in this large tank. <br>When you enter the Centre you will see many beautiful tanks made of clear material that allow you to see all there is in the tank. There are many to look at and the staff are wonderful.<br>When you are done you can have a nice meal in the large open space with a view over the harbour. When you go down stairs you find the Gibsons Public Market with all kinds of neat foods.</span></div>",< 1 hour
Farwell Canyon,4.5,Canyons,19,#1 of 6 things to do in Chilcotin District,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/58/83/06/img-20161018-000156-largejpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">The far southeast end of the Camelsfoot is extremely rugged, and dropping to one last point at 7000'-plus before plunging into the gorge of the Fraser Canyon at Fountain, near Lillooet. For 45 km NW from there, the range is rocky and lightly forested with lodgepole pine, breaking into high benchlands and large creek basins draining through benchland country via small canyons.<br>Beyond that the range's terrain is much more gentle, with high, meadowed ridges running east towards the Fraser Canyon between treed plateaus and small canyons, and a few large, barren domes running further north along the Fraser. The range is bounded on the north and west by a large and impressive benchland-and-hoodoo sand canyon similar to those along the range's east flank - that of Churn Creek, which is a provincial protected area. The historic Empire Valley Ranch is near the mouth of Churn Creek and is provincially protected for heritage and environmental reasons. It is on a high side-valley above the Fraser Canyon; north of it beyond Churn Creek is the historically significant Gang Ranch.</span></div>",
Peninsula Gallery,4.5,Art Galleries,18,#16 of 22 things to do in Sidney,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/be/34/73/peninsula-gallery.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Beautiful gallery with Canadian artists and others. Wonderfully displayed, staff is helpful, friendly and we have recommended this gallery to many other friends. </span></div>",< 1 hour
River Rock Casino Resort,4.0,Casinos,336,#8 of 97 things to do in Richmond,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/c1/4f/6c/river-rock-casino.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">The casino buffet is the best in Richmond. Buffet lunch Monday to Friday | 11:30AM to 2:30PM* Adult $20.95 | Senior $17.95** Over 55 yrs old to show driver licence. Gratuities and tax extra. A huge selection of quality eats.  Seats over 200. Can take groups of 40 easily.<br></span></div>",
Bear Creek Provincial Park,4.5,Parks,161,#3 of 34 things to do in West Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/a8/e8/d9/photo2jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Hike &amp; trails were good. They are always maintained. Nice view points with photo ops. Limited parking.</span></div>",
Langley Players,5.0,Theatres,1,#44 of 55 things to do in Langley,,,
Glacier Crest Trail,5.0,Hiking Trails,3,#8 of 16 things to do in Glacier National Park of Canada,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/11/8f/ea/2c/awesome-views.jpg),,More than 3 hours
Milner Gardens & Woodland,4.5,Historic Sites • Gardens,242,#4 of 23 things to do in Qualicum Beach,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/95/d9/9a/milner-gardens-and-woodland.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This garden is best viewed in springtime, when the azaleas and rhodos are in full bloom. The garden has a lot of unused potential in other seasons, but seems limited by budget or other reasons. There are no real formal areas that you might expect(and it could probably use a bit of), but what you find is a quiet, scenic, woodland style private garden with friendly volunteers and a lot of charm. Definitely worth the modest price of admission or repeat visits if you choose to become a member.</span></div>",1-2 hours
,,,,,,,
Momentum Camps - Day Camps,5.0,Ski & Snowboard Areas,26,#37 of 66 things to do in Whistler,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/02/65/ae/4d/warren-tanner-world-cup.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">If you want to shred the glaicier in the summer in Whistler and learn freestyle jib tricks from the best. Then Momentum camps is for you. Grab your GoPro and head this summer! The guys and girls from Momentum are top not and alot of fun to rip with!</span></div>",More than 3 hours
Chilliwack Antique Powerland Pioneer Village,4.5,Speciality Museums • History Museums,3,#26 of 48 things to do in Chilliwack,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/15/1e/94/8b/church.jpg),,2-3 hours
Swim Bay,4.5,Bodies of Water,26,#9 of 15 things to do in Peachland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/09/19/91/7d/swim-bay.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Peachland is a small town located at the beautiful Okanagan lake. The shore and beach walk is several kilometres long, with parking possible along the street. The beach is clean and being kept naturally. There are a limited number of facilities and restaurants along the strip, which preserves the natural beauty of the area and the great view across the lake.</span></div>",2-3 hours
Roderick Haig-Brown Provincial Park,4.5,Parks,31,#3 of 5 things to do in Scotch Creek,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/10/31/1b/6b/adams-river-at-roderick.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Roderick Haig-Brown park has great interpretive trails that most people can access and walk along.  When timed with the annual return of the Sockeye Salmon the river is spectacular.</span></div>",
Black Kettle Brewery,4.0,Breweries,20,#31 of 57 things to do in North Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/07/8b/58/black-kettle-growler.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Worst food in years. Soggy fries and a minuscule amount of fish in the cod burger - super greasy.<br>Just awful. In the good business for years - they should be embarrassed. Do not come for the food.<br>Good beer.</span></div>",< 1 hour
Cascades Casino Resort,3.5,Casinos,297,#3 of 20 things to do in Langley City,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/11/f1/26/0b/cascades-casino-langley.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",
Petroglyph Galley,5.0,Points of Interest & Landmarks,21,#5 of 13 things to do in Bella Coola,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/06/68/fa/fd/petroglyph-galley.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Went with friends on this small group tour.  Brief bus ride then short walk into lovely forest with old growth Cedars.  Wear stable footwear, forest floor often a bit slick (mud and roots).  Guide was First Nations member Clyde, a master carver whose recounts of area history and traditional stories kept the group entertained and attentive.  He was  warm and engaging, and his story telling was a respectful recitation of family legends.  Way worth your time, energy and money!</span></div>",
Salt Spring Vineyards,4.5,Wineries & Vineyards,112,#7 of 43 things to do in Salt Spring Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/06/74/9c/19/salt-spring-vineyards.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Would have given it a 5 but didn’t love the wine and there were not many reds to choose from. The woman was extremely friendly and we still enjoyed the tastings. </span></div>",
The Bateman Gallery,4.5,Art Museums,603,#14 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0e/cf/af/3d/view-from-the-library.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",
