attraction_name,attraction_rating,attraction_category,num_reviews,rank_in_city,photo,about,suggested_duration
Tsawwassen Mills,4.0,Shopping Malls,282,#1 of 11 things to do in Tsawwassen,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/4c/2f/ff/tsawwassen-mills.jpg),"With an exceptional mix of premium fashion brands, factory outlet and restaurants, Tsawwassen Mills presents an unrivaled shopping experience for savvy shoppers, making it a top destination in Metro Vancouver. The world’s leading fashion and lifestyle brands await you, including Saks Off Fifth, Aritzia, Michael Kors Outlet, COACH Outlet, Kate Spade New York Outlet, Lululemon Athletica Outlet, Nike Factory Store, and so many more. The centre also includes entertainment attractions, such as Pro Hockey Life, Bass Pro Shops Outdoor World, Skate Park at West 49, Virtual Land, and Playscape Arcade.",More than 3 hours
Harrison Lake & Hot Springs,4.5,Bodies of Water • Hot Springs & Geysers,573,#1 of 9 things to do in Harrison Hot Springs,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/03/95/d3/dd/harrison-lake.jpg),,< 1 hour
Audain Art Museum,4.5,Art Museums,343,#4 of 65 things to do in Whistler,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/90/ef/ae/photography-by-raefca.jpg),"Established in 2016, the Audain Art Museum is a leading arts organization founded upon the major philanthropic gift of Michael Audain and Yoshiko Karasawa. Located in Whistler, British Columbia and designed by the internationally-renowned firm Patkau Architects, the AAM boasts a comprehensive Permanent Collection of the province’s most celebrated artists. Exemplifying the richness of cultural difference in Canada, the collection takes visitors on a transformative visual journey from the late 18th century to present. Highlights include hereditary Haida Chief James Hart’s The Dance Screen (The Scream Too), an exceptional collection of historical Indigenous masks, and key examples of the Vancouver photo conceptualism movement. In addition, the Museum hosts dynamic exhibitions from around the world.",2-3 hours
TransLink Seabus,4.5,Ferries,990,#3 of 57 things to do in North Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/06/24/9d/7f/seabus.jpg),,
Helmcken Falls,4.5,Waterfalls,"1,001",#1 of 16 things to do in Clearwater,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/19/41/72/photo0jpg.jpg),,
Kootenay National Park,4.5,Mountains • National Parks,228,#1 of 9 things to do in Radium Hot Springs,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1d/50/61/95/caption.jpg),,< 1 hour
The Book Shop,5.0,Points of Interest & Landmarks,304,#3 of 82 things to do in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/51/11/52/inside-the-book-shop.jpg),,
Gellatly Nut Farm,4.5,Parks,30,#161 of 487 things to do in Okanagan Valley,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/fa/2f/67/pleasant-walking-path.jpg),,
Lafarge Lake,4.5,Bodies of Water,86,#3 of 24 things to do in Coquitlam,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/15/56/e7/a4/lake-and-fountain.jpg),,1-2 hours
The Enchanted Forest,4.5,Forests,650,#7 of 31 things to do in Revelstoke,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/99/c5/46/the-enchanted-castle.jpg),"Imagine old world fantasy in the magical setting of The Enchanted Forest where you can discover over 350 jolly fairy folk figurines amongst 800 year old cedars. You can climb BC's tallest and grandest tree house, paddle in real beaver ponds with a self guided row boat tour and enjoy a nature walk through a lush forest and boardwalk. In 2010 The Enchanted Forest celebrated its 50th Anniversary and continues to provide a lifetime of wonderful memories. Wonderful family fun! Come and be enchanted and discover the magic!",< 1 hour
Salt Spring Island Cheese Company,4.5,Farms,676,#2 of 43 things to do in Salt Spring Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/02/c4/a8/5a/courtyard.jpg),"Salt Spring Island Cheese Company makes both sheep and goat milk cheeses. Come visit us on the farm where we are located, and sample all of our cheeses. There are windows into every room of our facility, so you can also see the entire cheesemaking process from start to finish.",
BC Ferries,4.0,Ferries,"4,470",#4 of 22 things to do in Sidney,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/08/1d/8f/aa/bc-ferries.jpg),"BC Ferries provides passenger and vehicle ferry services to 45 ports of call across coastal BC, with sailings to and from Metro Vancouver, Vancouver Island, the Sunshine Coast, the Gulf Islands, and Northern BC. BC Ferries Vacations also offers over 100 travel packages, including return ferry and accommodation. When on board BC Ferries, there are plenty of options for food and shopping, along with great wildlife and sightseeing opportunities.",
Rathtrevor Beach Provincial Park,4.5,Parks,925,#2 of 15 things to do in Parksville,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/91/40/ad/photo8jpg.jpg),,
The Butchart Gardens,4.5,Points of Interest & Landmarks • Gardens • Scenic Walking Areas,"11,267",#1 of 13 things to do in Central Saanich,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1d/f9/58/21/sunken-garden.jpg),"Come enjoy our breathtaking 22 ha (55 acres) of gardens year around. In Spring, countless tulips, daffodils and hyacinths will give you a buffet of fragrances and colours. You’ll be saying “wow” when you experience our Summer: The Rose Garden, evening entertainment, subtle night illuminations, the Saturday firework show, and boat tours to name a few of the delights. Perennial borders start their stunning show in late summer, and the Japanese maples turn to russet, gold, and red in the fall. Be captivated by the Magic of Christmas with its decorations, expansive lighting and outdoor ice skating rink. Top off the day with a ride on the carousel and a great meal. Come see why we’ve been designated a National Historic Site.",More than 3 hours
Sooke Potholes Provincial Park,4.5,Geologic Formations,531,#3 of 20 things to do in Sooke,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/8b/17/1a/sooke-potholes-provincial.jpg),These rock formations have become a popular local swimming area.,
Pipers Lagoon Park,4.5,Nature & Wildlife Areas,314,#3 of 69 things to do in Nanaimo,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/04/78/9c/c0/view-from-a-cliff.jpg),,
Joffre Lakes Provincial Park,5.0,Parks,521,#1 of 65 things to do in Whistler,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/02/3e/92/e8/joffre-lakes.jpg),,
Wild Pacific Trail,5.0,Hiking Trails,"2,706",#1 of 16 things to do in Ucluelet,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/e6/d4/44/artist-loops.jpg),"The Wild Pacific Trail is located in Ucluelet and is a seven phase trail system skirting the rugged cliffs and shoreline of the west coast of Vancouver Island. Overlooking Barkley Sound and the Broken Group Islands to the east and the open Pacific Ocean to the south and west, it offers spectacular shoreline panoramas and seaward vistas through ancient cedar and spruce-framed viewing platforms constructed on the best headlands along the route.",
Revelstoke Mountain Resort,4.5,Ski & Snowboard Areas,"1,005",#8 of 31 things to do in Revelstoke,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/05/e7/a2/67/revelstoke-mountain-resort.jpg),"Revelstoke Mountain Resort (RMR) is a true, year-round adventure destination. In summer, RMR is home to the Pipe Mountain Coaster; North America's first Brandauer mountain coaster. This exhilarating ride features 1.4 kilometres of twists and turns all the while travelling at speeds of up to 42/kmph. The Resort also features a four-storey Aerial Adventure Park, a 9-hole Disc Golf course, sightseeing, and an extensive network of hiking and mountain biking trails. In the winter months, Revelstoke Mountain Resort receives 30-40 feet of annual snowfall, covering 1,263 hectares (3,121 acres) of alpine bowls, steeps, glades, and groomers with a descent of 1,713 vertical meters (5,620 feet) - the most in North America. The Resort has two high-speed quad chairs, one fixed-grip quad chair, an eight-passenger gondola and a dedicated beginner slope with Magic Carpet conveyor lift.",More than 3 hours
Krause Berry Farms & Estate Winery,4.0,Farms,215,#6 of 55 things to do in Langley,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/b4/32/38/the-farm-is-open-year.jpg),"Krause Berry Farms is open year round and specializes in fresh or frozen berries, handmade delicious double crust pies, take home farm made meals, our famous fresh hot waffles (regular or vegan gluten friendly), award winning wines in our Estate Winery, preserves and family fun. Visit our website to learn what's going on right now at the farm and what's in season.",
Rocky Mountain Buffalo Ranch & Guest Cottage Buffalo Tours,5.0,Ranches,170,#1 of 45 things to do in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/14/a3/93/1e/img-20180914-060940-424.jpg),"Rocky Mountain Buffalo Ranch & Guest Cottage ~ Buffalo Tours. A working Buffalo & Guest Ranch. We offer educational buffalo tours daily May thru September. The owner, Leo Downey, does one tour every morning May 15th thru September, starting at 10:15 a.m. (Alberta Time )This includes the native fire making demonstration. We also offer year round accommodations in our fully furnished guest cottage and our peaceful cabin by the creek,, Wagon in the Woods and Buffalero's Bunkhouse in the Barn. Make yourself at home, see buffalo in their natural social order, learn about them first hand, wander the ranch and our pristine river frontage on the beautiful Blaeberry River.",< 1 hour
Burnaby Mountain Park,4.5,Parks,328,#1 of 42 things to do in Burnaby,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/15/ac/35/bc/aaa-009-largejpg.jpg),"A beautiful park just a twenty-minute drive away from downtown; offers scenic views, picnic areas and hiking trails.",
Redwood Park,4.5,Nature & Wildlife Areas,198,#1 of 46 things to do in Surrey,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/04/95/54/d5/redwood-park.jpg),,
Strathcona Provincial Park,4.5,Parks • Forests,99,#127 of 789 things to do in Vancouver Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/14/07/11/74/img-20180807-054428-largejpg.jpg),"Strathcona Provincial Park, designated in 1911, is the oldest provincial park in British Columbia. Located almost in the centre of Vancouver Island, Strathcona park is a rugged mountain wilderness comprising more than 250,000 hectares. Mountain peaks – some perpetually mantled with snow – dominate the park. Lakes and alpine tarns dot a landscape laced with rivers, creeks and streams. To see and enjoy much of the scenic splendour means lacing up your hiking boots to backpack through the dense forests, stunning sub-alpine and alpine regions. While the high mountain peaks and deep shaded valleys of Strathcona Park are dramatic, it is easy to forget that beneath your feet lays a history stretching back 380 million years. Two areas – Buttle Lake and vicinity and Forbidden Plateau – offer a variety of visitor-oriented developments. The rest of the park is largely undeveloped and appeals primarily to people seeking wilderness surroundings.",More than 3 hours
