restaurant_name,rating,num_reviews,rank_in_city,cost,categories
White Spot Restaurants,3.5 of 5 bubbles,53,"#253, of 679 Restaurants in Richmond",$$ - $$$,"Canadian,Vegetarian Friendly"
Wok N Roll,5.0 of 5 bubbles,1,"#427, of 679 Restaurants in Richmond",,Chinese
Hanok Korean Restaurant,4.0 of 5 bubbles,15,"#144, of 679 Restaurants in Richmond",$$ - $$$,"Asian,Korean"
Boy With A Knife,5.0 of 5 bubbles,9,"#152, of 679 Restaurants in Richmond",$$ - $$$,"Cafe,Grill"
Starbucks,3.5 of 5 bubbles,3,"#388, of 679 Restaurants in Richmond",,
Tramonto at River Rock Casino Resort,4.0 of 5 bubbles,163,"#28, of 679 Restaurants in Richmond",$$$$,"Canadian,Gluten Free Options"
HaiDiLao Hot Pot,4.0 of 5 bubbles,8,"#252, of 679 Restaurants in Richmond",$$ - $$$,Chinese
The Captain's Boil,4.0 of 5 bubbles,52,"#60, of 679 Restaurants in Richmond",$$ - $$$,"Cajun & Creole,Seafood,Fusion"
Gingeri Chinese Cuisine,3.5 of 5 bubbles,59,"#143, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
Richmond Pizza,5.0 of 5 bubbles,4,"#225, of 679 Restaurants in Richmond",,Pizza
Bourbon St Grill,3.5 of 5 bubbles,10,"#369, of 679 Restaurants in Richmond",$,"Chinese,Asian"
Tivoli's Too,4.0 of 5 bubbles,29,"#139, of 679 Restaurants in Richmond",$$ - $$$,Canadian
Sportstown Tavern,3.0 of 5 bubbles,3,"#547, of 679 Restaurants in Richmond",$$ - $$$,"Mexican,Pub"
Hainan Kitchen,3.0 of 5 bubbles,9,"#656, of 679 Restaurants in Richmond",$$ - $$$,Asian
Otaru Japanese Kitchen,3.5 of 5 bubbles,7,"#442, of 679 Restaurants in Richmond",$$ - $$$,Japanese
Pizza Hut,2.5 of 5 bubbles,5,"#657, of 679 Restaurants in Richmond",,Pizza
Tsukiji Japanese Restaruant,4.0 of 5 bubbles,16,"#154, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Seafood,Sushi"
Fortune Terrace Chinese Cuisine,3.5 of 5 bubbles,38,"#97, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
Canton Wun-Tun Seafood House,5.0 of 5 bubbles,1,"#448, of 679 Restaurants in Richmond",,Seafood
R & H Chinese Food,4.0 of 5 bubbles,11,"#199, of 679 Restaurants in Richmond",$,"Chinese,Asian"
Mui Kee Chicken Pot,4.5 of 5 bubbles,6,"#194, of 679 Restaurants in Richmond",$$ - $$$,Chinese
U-Grill,3.0 of 5 bubbles,5,"#541, of 679 Restaurants in Richmond",,
Parklane Chinese Restaurant,3.5 of 5 bubbles,48,"#296, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
Cool Chinese Restaurant,4.0 of 5 bubbles,6,"#235, of 679 Restaurants in Richmond",$$ - $$$,Chinese
Panago Pizza,4.0 of 5 bubbles,25,"#262, of 679 Restaurants in Richmond",$$ - $$$,"Italian,Pizza"
Chef Tony,3.5 of 5 bubbles,86,"#112, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
Coco Fresh Tea & Juice,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,Healthy
Shanghai Wonderful Restaurant,4.0 of 5 bubbles,90,"#62, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Shanghai"
Curve,4.0 of 5 bubbles,133,"#31, of 679 Restaurants in Richmond",$$ - $$$,"American,Bar,Gastropub"
Worldwide Cafe,4.0 of 5 bubbles,22,"#160, of 679 Restaurants in Richmond",$$ - $$$,
Sandwich Tree & Grill,4.0 of 5 bubbles,5,"#376, of 679 Restaurants in Richmond",,
Happy Day Cafe,3.5 of 5 bubbles,15,"#279, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
Manzo,4.0 of 5 bubbles,19,"#156, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Sushi,Asian"
Big Orange,4.5 of 5 bubbles,2,"#426, of 679 Restaurants in Richmond",,
Domino's Pizza,2.5 of 5 bubbles,3,"#632, of 679 Restaurants in Richmond",$$ - $$$,Pizza
Haroo,4.0 of 5 bubbles,15,"#181, of 679 Restaurants in Richmond",$$ - $$$,"Asian,Korean"
Toku Japanese Restaurant,3.5 of 5 bubbles,38,"#175, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Sushi,Asian"
Thai Kitchen,3.0 of 5 bubbles,27,"#550, of 679 Restaurants in Richmond",$$ - $$$,"Asian,Thai,Vegetarian Friendly"
Gyu-Kaku Japanese BBQ,4.0 of 5 bubbles,22,"#157, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Barbecue,Asian"
White Spot,3.5 of 5 bubbles,25,"#141, of 679 Restaurants in Richmond",$$ - $$$,"Bar,Pub,Canadian"
River Chinese Cuisine,4.0 of 5 bubbles,1,"#496, of 679 Restaurants in Richmond",,Chinese
Golden Brand Foods Dim Sum,5.0 of 5 bubbles,1,"#463, of 679 Restaurants in Richmond",,
G-Men Ramen,4.0 of 5 bubbles,21,"#111, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Asian"
Jetside Bar,4.5 of 5 bubbles,86,"#16, of 679 Restaurants in Richmond",$$ - $$$,"Bar,Canadian"
Dragon View Chinese Cuisine,4.0 of 5 bubbles,36,"#101, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
Subway,3.0 of 5 bubbles,5,"#514, of 679 Restaurants in Richmond",,"American,Fast food"
Oriental Rice Noodle,4.0 of 5 bubbles,3,"#354, of 679 Restaurants in Richmond",,Chinese
Kowloon Bay BBQ House,3.5 of 5 bubbles,4,"#439, of 679 Restaurants in Richmond",,Barbecue
Lucky Joy Restaurant,3.0 of 5 bubbles,15,"#370, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian"
Uncle's Fish and Chips,1.5 of 5 bubbles,5,"#117, of 118 Restaurants in Delta",$$ - $$$,American
Dolar Shop,3.5 of 5 bubbles,17,"#226, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian"
Best Tandoori Chicken & Meats,4.5 of 5 bubbles,3,"#309, of 679 Restaurants in Richmond",$$ - $$$,
Tandoori King Cafe,4.0 of 5 bubbles,8,"#187, of 679 Restaurants in Richmond",$$ - $$$,Indian
Saint Germain Bakery,4.0 of 5 bubbles,3,"#350, of 679 Restaurants in Richmond",,
Chamonix Taiwanese Restaurant,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,Pizza
HK B.B.Q. Master,4.0 of 5 bubbles,62,"#117, of 679 Restaurants in Richmond",$,"Chinese,Barbecue,Asian"
Red Rooster Broasted Fried Chicken,4.0 of 5 bubbles,7,"#304, of 679 Restaurants in Richmond",,
Canadian 2 for 1 Pizza,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,
Subway,4.0 of 5 bubbles,2,"#403, of 679 Restaurants in Richmond",,American
Celsius Cafe,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,
Uno Beef Noodle,4.0 of 5 bubbles,1,"#454, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Taiwanese"
Parker Place Aberdeen Fresh Meat & B.B.Q,4.0 of 5 bubbles,17,"#124, of 679 Restaurants in Richmond",$,"Chinese,Barbecue,Asian"
HML Seafood Restaurant,3.0 of 5 bubbles,21,"#535, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Seafood,Asian"
Antonio's Trattoria & Bar,4.0 of 5 bubbles,3,"#415, of 679 Restaurants in Richmond",,Italian
NU Shanghaiese Bistro,4.0 of 5 bubbles,17,"#147, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Shanghai"
Z&Y Shanghai Cuisine,3.5 of 5 bubbles,10,"#303, of 679 Restaurants in Richmond",$$ - $$$,Chinese
Neptune Chinese Kitchen,3.5 of 5 bubbles,4,"#420, of 679 Restaurants in Richmond",,
Thai Son Restaurant,3.5 of 5 bubbles,20,"#307, of 679 Restaurants in Richmond",$$ - $$$,"Asian,Vietnamese,Soups"
Take Five Cafe,3.0 of 5 bubbles,5,"#606, of 679 Restaurants in Richmond",$$ - $$$,"Italian,Cafe,European"
Yuan's Garden Restaurant,4.0 of 5 bubbles,11,"#177, of 679 Restaurants in Richmond",$$ - $$$,Chinese
Tsujiri,4.0 of 5 bubbles,4,"#337, of 679 Restaurants in Richmond",,Japanese
Silver Tower Cafe Restaurant,3.5 of 5 bubbles,25,"#239, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
#9 Restaurant,3.5 of 5 bubbles,22,"#277, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
Sanpoutei,4.0 of 5 bubbles,19,"#150, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Asian"
Crescent Beach Bistro,4.0 of 5 bubbles,48,"#48, of 668 Restaurants in Surrey",$$ - $$$,"Seafood,Vegetarian Friendly"
Tropika,3.5 of 5 bubbles,61,"#274, of 679 Restaurants in Richmond",$$ - $$$,"Asian,Malaysian,Vegetarian Friendly"
Breadlicious Bakery,4.5 of 5 bubbles,2,"#397, of 679 Restaurants in Richmond",,
T&T Supermarket,3.0 of 5 bubbles,7,"#501, of 679 Restaurants in Richmond",,Asian
Sing Yee Chinese Restaurant,4.0 of 5 bubbles,21,"#131, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Seafood,Asian"
Gah Lok Dim Sum,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,
Freshslice Pizza,4.0 of 5 bubbles,4,"#330, of 679 Restaurants in Richmond",$,Pizza
Pearl Castle Cafe,3.5 of 5 bubbles,53,"#123, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Taiwanese"
Huang Ji Huang Three Sauce Simmer Pot,4.0 of 5 bubbles,2,"#418, of 679 Restaurants in Richmond",,
Koto Izakaya Sushi & Robata,3.5 of 5 bubbles,21,"#250, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Sushi,Asian"
Bo Kong Vegetarian Restaurant,3.5 of 5 bubbles,2,"[None, None]",,Asian
Dragon Group Seafood Restaurant,4.0 of 5 bubbles,4,"#339, of 679 Restaurants in Richmond",,Canadian
Sushi Han,3.5 of 5 bubbles,34,"#214, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Sushi,Asian"
Xiaolongkan Hotpot,4.5 of 5 bubbles,3,"#264, of 679 Restaurants in Richmond",,Chinese
Cafe Versante,4.0 of 5 bubbles,1,"#523, of 679 Restaurants in Richmond",,
Tanlu Grill,4.0 of 5 bubbles,1,"#464, of 679 Restaurants in Richmond",,
Hot Star Large Fried Chicken,3.0 of 5 bubbles,2,"#551, of 679 Restaurants in Richmond",,Fast food
Max Noodle House,3.5 of 5 bubbles,36,"#219, of 679 Restaurants in Richmond",$,"Chinese,Asian,Cantonese"
Saboten Canada,4.0 of 5 bubbles,25,"#127, of 679 Restaurants in Richmond",$,"Japanese,Asian"
Denny's,3.5 of 5 bubbles,214,"#155, of 679 Restaurants in Richmond",$$ - $$$,"American,Diner,Canadian"
Seasons in the Park,4.5 of 5 bubbles,"1,174","#59, of 2,497 Restaurants in Vancouver",$$$$,"Canadian,Vegetarian Friendly,Vegan Options"
Burger King,3.0 of 5 bubbles,2,"#551, of 679 Restaurants in Richmond",,
Orange Julius,4.0 of 5 bubbles,1,"#499, of 679 Restaurants in Richmond",,
Seorae Korean BBQ,4.5 of 5 bubbles,4,"#266, of 679 Restaurants in Richmond",,"Barbecue,Asian,Korean,Grill"
Gang Nam Korean Bbq,4.0 of 5 bubbles,13,"#229, of 679 Restaurants in Richmond",$$ - $$$,"Barbecue,Asian,Korean"
Neptune Seafood Restaurant,3.0 of 5 bubbles,34,"#545, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Seafood,Asian"
Boiling Point Richmond,3.5 of 5 bubbles,17,"#243, of 679 Restaurants in Richmond",$$ - $$$,"Asian,Taiwanese"
Marine Bay Restaurant,4.5 of 5 bubbles,2,"#343, of 679 Restaurants in Richmond",,Chinese
Kizami Japanese Cuisine,4.5 of 5 bubbles,5,"#215, of 679 Restaurants in Richmond",,Japanese
Koryo Korean Barbeque,3.0 of 5 bubbles,4,"#615, of 679 Restaurants in Richmond",$,Barbecue
Cotto Al Mare,4.0 of 5 bubbles,52,"#70, of 668 Restaurants in Surrey",$$ - $$$,"Italian,Pizza"
Gokudo Shabu Shabu,3.5 of 5 bubbles,30,"#142, of 679 Restaurants in Richmond",$$ - $$$,Asian
Prata-Man Restaurant,4.0 of 5 bubbles,29,"#146, of 679 Restaurants in Richmond",$,"Asian,Singaporean,Malaysian"
Yue Restaurant,3.5 of 5 bubbles,11,"#288, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
Claypot Hotpot and BBQ,3.5 of 5 bubbles,31,"#261, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Barbecue,Asian"
Vivacity Restaurant,3.5 of 5 bubbles,21,"#293, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Seafood,Asian"
Royal Beef,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,Chinese
Liuyishou Hotpot Richmond,5.0 of 5 bubbles,1,"#398, of 679 Restaurants in Richmond",,
Curry Express,3.5 of 5 bubbles,6,"#450, of 679 Restaurants in Richmond",,
Shiang Garden,3.5 of 5 bubbles,33,"#202, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
Vitality Steam Seafood Restaurant,4.0 of 5 bubbles,3,"#344, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Seafood"
Top Gun Chinese Restaurant,3.5 of 5 bubbles,32,"#198, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
Grill King,4.5 of 5 bubbles,3,"#353, of 679 Restaurants in Richmond",,Asian
Thai Son Restaurant,4.5 of 5 bubbles,3,"#358, of 679 Restaurants in Richmond",,Thai
Gourmet Cup,3.0 of 5 bubbles,4,"#551, of 679 Restaurants in Richmond",$$ - $$$,
Pho,4.0 of 5 bubbles,2,"#455, of 679 Restaurants in Richmond",,Vietnamese
Sunflower Organics & Deli,4.0 of 5 bubbles,36,"#58, of 668 Restaurants in Surrey",$$ - $$$,"Cafe,Canadian,Soups"
A&W Restaurant,3.0 of 5 bubbles,2,"#551, of 679 Restaurants in Richmond",,"American,Fast food"
Taco Louis,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,Mexican
Jimmy the Greek,3.0 of 5 bubbles,3,"#551, of 679 Restaurants in Richmond",,Greek
Point Zero Four Fusion,3.0 of 5 bubbles,5,"#441, of 679 Restaurants in Richmond",$$ - $$$,
L'otus Cake Boutique,4.0 of 5 bubbles,14,"#196, of 679 Restaurants in Richmond",$$$$,
Zhao's Soup House,4.0 of 5 bubbles,3,"#421, of 679 Restaurants in Richmond",,Chinese
The Story Cafe - Eatery & Bar,4.5 of 5 bubbles,12,"#81, of 679 Restaurants in Richmond",$$ - $$$,"Italian,French,American"
The Jade Seafood,4.0 of 5 bubbles,2,"#424, of 679 Restaurants in Richmond",,Chinese
Quiznos,1.0 of 5 bubbles,1,"#645, of 679 Restaurants in Richmond",,
Umi Sushi Express,3.0 of 5 bubbles,7,"#619, of 679 Restaurants in Richmond",$,Japanese
Ajisho Japanese Restaurant,4.0 of 5 bubbles,1,"#515, of 679 Restaurants in Richmond",,
Cactus Club Cafe Byrne Road,4.0 of 5 bubbles,90,"#20, of 494 Restaurants in Burnaby",$$ - $$$,"American,Bar,Canadian"
Shark Club Sports Bar & Grill,3.0 of 5 bubbles,103,"#258, of 679 Restaurants in Richmond",$$ - $$$,"American,Bar,Pub"
Hao's Lamb Restaurant Central Richmond,4.5 of 5 bubbles,6,"#200, of 679 Restaurants in Richmond",$$ - $$$,Chinese
Chengdu Spicy Restaurant,3.5 of 5 bubbles,5,"#475, of 679 Restaurants in Richmond",,
Blenz,3.5 of 5 bubbles,3,"#413, of 679 Restaurants in Richmond",,
A&W Canada,3.0 of 5 bubbles,7,"#502, of 679 Restaurants in Richmond",$$ - $$$,"American,Fast food"
Dinesty Dumpling House Richmond Gilbert,3.5 of 5 bubbles,17,"#319, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian"
Midam Cafe and Bistro,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,"Asian,Korean"
Kam Ho Noodle Express,4.5 of 5 bubbles,3,"#275, of 679 Restaurants in Richmond",,Chinese
Jade Seafood Restaurant,4.5 of 5 bubbles,5,"#236, of 679 Restaurants in Richmond",,Seafood
The Keg Steakhouse + Bar - Scott Road,4.0 of 5 bubbles,112,"#27, of 668 Restaurants in Surrey",$$ - $$$,"American,Steakhouse,Canadian"
Richport Chinese Restaurant,4.5 of 5 bubbles,10,"#245, of 679 Restaurants in Richmond",$,Chinese
JiangHu Taiwanese Pot & Wok Cuisines,5.0 of 5 bubbles,2,"#316, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Seafood,Asian"
Icy Bar,4.5 of 5 bubbles,2,"#357, of 679 Restaurants in Richmond",,
Popeyes Louisiana Kitchen,4.5 of 5 bubbles,2,"#305, of 679 Restaurants in Richmond",,
Shun Feng Seafood Restaurant,4.0 of 5 bubbles,13,"#218, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Seafood,Asian"
Izumi-ya Japanese Marketplace,4.0 of 5 bubbles,6,"#306, of 679 Restaurants in Richmond",$,Japanese
The Fish Man,4.0 of 5 bubbles,1,"#457, of 679 Restaurants in Richmond",$$ - $$$,Chinese
Pho Hoa Restaurant,3.0 of 5 bubbles,23,"#549, of 679 Restaurants in Richmond",$$ - $$$,"Asian,Vietnamese,Soups"
Amigo Restaurant,3.5 of 5 bubbles,17,"#366, of 679 Restaurants in Richmond",$$ - $$$,"Steakhouse,Cafe,International"
Upper Crust Pizza Co,5.0 of 5 bubbles,1,"#512, of 679 Restaurants in Richmond",,Pizza
Free Bird,3.0 of 5 bubbles,1,"#2,294, of 2,497 Restaurants in Vancouver",,
House of Tofu Soup,4.0 of 5 bubbles,1,"#530, of 679 Restaurants in Richmond",,"Asian,Korean"
Perfect 2 for 1 Pizza,0 reviews,0,"[None, None]",,
Louisiana Chicken & Ribs,0 reviews,0,"[None, None]",,Barbecue
Dairy Queen Grill & Chill,0 reviews,0,"[None, None]",,
Freshslice Pizza,0 reviews,0,"[None, None]",$$ - $$$,Pizza
88 Sunshine Cafe,0 reviews,0,"[None, None]",,
Tim Hortons,0 reviews,0,"[None, None]",,
Pizza Hut,0 reviews,0,"[None, None]",,
Papa John's Pizza,0 reviews,0,"[None, None]",,
Subway,0 reviews,0,"[None, None]",,American
Richmond Japanese Sushi,3.5 of 5 bubbles,70,"#171, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Sushi,Asian"
Tara's For Flatbreads,0 reviews,0,"[None, None]",,
Chongqing Qinma,4.5 of 5 bubbles,4,"#356, of 679 Restaurants in Richmond",,
Soul Robata & Izakaya,3.0 of 5 bubbles,2,"#602, of 679 Restaurants in Richmond",,Japanese
Cantonese BBQ Restaurant,4.0 of 5 bubbles,19,"#167, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Barbecue,Asian"
Little Caesars Seafair,2.5 of 5 bubbles,3,"#599, of 679 Restaurants in Richmond",,Pizza
Freshslice Pizza,3.5 of 5 bubbles,7,"#633, of 679 Restaurants in Richmond",$,Pizza
Copa Cafe,3.0 of 5 bubbles,44,"#311, of 679 Restaurants in Richmond",$$ - $$$,"Asian,Hong Kong"
Nan Chuu Izakaya Restaurant,4.0 of 5 bubbles,1,"#524, of 679 Restaurants in Richmond",$$ - $$$,Japanese
Wang Shun Ge Restaurant,4.0 of 5 bubbles,1,"#537, of 679 Restaurants in Richmond",,Chinese
Aqualine Seafoods Ltd,0 reviews,0,"[None, None]",,Seafood
Bourbon Street Grill,0 reviews,0,"[None, None]",,"American,Cajun & Creole,Fast food"
Papa Johns,0 reviews,0,"[None, None]",,"Italian,American,Pizza,Fast food"
McDonald's,0 reviews,0,"[None, None]",,Fast food
Subway,0 reviews,0,"[None, None]",,Deli
Wendy's,0 reviews,0,"[None, None]",,Fast food
Chettinad Dosa King Restaurant,0 reviews,0,"[None, None]",,Indian
Crystal Elephant Range Restaurant,0 reviews,0,"[None, None]",,Thai
Family Drive In,0 reviews,0,"[None, None]",,
Subway,0 reviews,0,"[None, None]",,Deli
Prime Hut Pizza,0 reviews,0,"[None, None]",,Steakhouse
Tim Hortons,0 reviews,0,"[None, None]",,
Subway,0 reviews,0,"[None, None]",,Deli
Subway,0 reviews,0,"[None, None]",,
Porkmafia Canada Inc,0 reviews,0,"[None, None]",,
The Roasted Bean At Northgate,0 reviews,0,"[None, None]",,Cafe
Subway,0 reviews,0,"[None, None]",,"American,Fast food"
Freshslice Pizza,0 reviews,0,"[None, None]",,
De Dutch Tsawwassen,0 reviews,0,"[None, None]",$$ - $$$,"Dutch,European,Canadian"
Subway,0 reviews,0,"[None, None]",,
Melt Shop Truck,0 reviews,0,"[None, None]",,"Contemporary,Fusion,Street Food"
Wings Tsawwassen,0 reviews,0,"[None, None]",,
Tim Hortons,0 reviews,0,"[None, None]",,
Barcelos Flame Grilled Chicken,0 reviews,0,"[None, None]",$$ - $$$,"African,European,Portuguese"
Euro Expresso Bar,0 reviews,0,"[None, None]",,Cafe
Expressway Pizza,0 reviews,0,"[None, None]",,"Italian,Pizza,Fast food"
A Taste Of Athens,0 reviews,0,"[None, None]",,Greek
Solo Pizza,0 reviews,0,"[None, None]",,
Bay Area Gourmet,0 reviews,0,"[None, None]",,Canadian
Indian Fast Foods Ltd,0 reviews,0,"[None, None]",,"Indian,Fast food,Middle Eastern,Pakistani"
Sam Wo Seafood Wonton Rsrnt,0 reviews,0,"[None, None]",,Seafood
Prabh Restaurant,0 reviews,0,"[None, None]",$$ - $$$,Indian
Saravanaa Bhavan,0 reviews,0,"[None, None]",,
Jugo Juice,0 reviews,0,"[None, None]",,"Cafe,Fast food,Healthy"
Crawfish King,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,Seafood
Shogun Oriental Restaurant,0 reviews,0,"[None, None]",,"Chinese,Japanese"
Regalia Restaurant,0 reviews,0,"[None, None]",,Chinese
Pizza Factory,0 reviews,0,"[None, None]",,Pizza
Old Street Express,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",$,"Chinese,Asian,Taiwanese"
T&T,3.5 of 5 bubbles,6,"#346, of 679 Restaurants in Richmond",,Seafood
Countryside Chinese Noodle Restaurant,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,Chinese
KFC,3.0 of 5 bubbles,2,"#551, of 679 Restaurants in Richmond",,American
Hollywood Steak House,4.0 of 5 bubbles,2,"#503, of 679 Restaurants in Richmond",,
Porto Fino Express,4.0 of 5 bubbles,24,"#136, of 668 Restaurants in Surrey",$$ - $$$,"Pizza,Mediterranean,Greek"
MaThai Hotpot Restaurant,4.0 of 5 bubbles,2,"#490, of 679 Restaurants in Richmond",,Thai
Shang Hi Lo Ching Hing,5.0 of 5 bubbles,1,"#498, of 679 Restaurants in Richmond",,Chinese
Creme de la Crumb,4.5 of 5 bubbles,4,"#320, of 679 Restaurants in Richmond",,Cafe
Yuu Japanese Tapas,4.0 of 5 bubbles,18,"#190, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Asian,Vegetarian Friendly"
Enjoy Cafe 1 + 1,3.0 of 5 bubbles,16,"#616, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
Papa Bears,4.0 of 5 bubbles,1,"#527, of 679 Restaurants in Richmond",,
Spice 72 Indian Restaurant & Lounge,4.0 of 5 bubbles,39,"#61, of 668 Restaurants in Surrey",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options"
Yah Yah Ya Ramen,4.0 of 5 bubbles,26,"#135, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Asian,Soups"
Top Shanghai,3.0 of 5 bubbles,4,"#626, of 679 Restaurants in Richmond",,Chinese
Dolpan Seoul BBQ,4.0 of 5 bubbles,13,"#173, of 679 Restaurants in Richmond",$$ - $$$,"Barbecue,Asian,Korean"
Shibuyatei Japanese Restaurant,4.0 of 5 bubbles,39,"#95, of 679 Restaurants in Richmond",$,"Japanese,Sushi,Asian"
Typhoon BBT,3.0 of 5 bubbles,5,"#607, of 679 Restaurants in Richmond",,
The Northern Cafe & Grill,4.5 of 5 bubbles,25,"#490, of 2,497 Restaurants in Vancouver",$,"Cafe,Diner,Canadian"
Happy Tree House BBQ,4.0 of 5 bubbles,5,"#334, of 679 Restaurants in Richmond",,
Tian Shi Fu Restaurant,5.0 of 5 bubbles,2,"#315, of 679 Restaurants in Richmond",,Chinese
Cherry's Food House,4.0 of 5 bubbles,1,"#465, of 679 Restaurants in Richmond",,
Tri-ty Cafe,2.5 of 5 bubbles,2,"#605, of 679 Restaurants in Richmond",,"Asian,Taiwanese"
Flying Chicken,5.0 of 5 bubbles,1,"#386, of 679 Restaurants in Richmond",,"Asian,Korean"
Donna's Cafe,5.0 of 5 bubbles,1,"#433, of 679 Restaurants in Richmond",,Fast food
Opa Souvlaki of Greece,3.0 of 5 bubbles,8,"#625, of 679 Restaurants in Richmond",,"Mediterranean,Greek"
New York Fries,3.0 of 5 bubbles,4,"#622, of 679 Restaurants in Richmond",,Fast food
Paulo's Pizza,4.5 of 5 bubbles,5,"#254, of 679 Restaurants in Richmond",,Pizza
Afuri Ramen + Dumpling,4.0 of 5 bubbles,5,"#260, of 679 Restaurants in Richmond",$$ - $$$,
Subway,3.5 of 5 bubbles,4,"#383, of 679 Restaurants in Richmond",$$ - $$$,
Old Buddies Seafood Restaurant,4.0 of 5 bubbles,7,"#329, of 679 Restaurants in Richmond",,"Chinese,Seafood,Asian,Cantonese"
Pizza Express,5.0 of 5 bubbles,3,"#333, of 679 Restaurants in Richmond",,
Deer Garden Signatures,4.0 of 5 bubbles,43,"#114, of 679 Restaurants in Richmond",$,"Chinese,Asian,Soups"
Sushi Lovers,3.0 of 5 bubbles,6,"#495, of 679 Restaurants in Richmond",$,Sushi
Manzo Itamae Japanese Restaurant,4.5 of 5 bubbles,13,"#128, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Asian"
